"","year","id.sector","sector","Temission","ZA","NPK","SP36","UREA","ORGANIK"
"171",2019,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"172",2019,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"173",2019,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"174",2019,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"175",2019,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"176",2019,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"177",2019,21,"Industri Logam Dasar",0,0,0,0,0,0
"178",2019,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"179",2019,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"180",2019,24,"Industri Alat Angkutan",0,0,0,0,0,0
"181",2019,25,"Industri Furnitur",0,0,0,0,0,0
"182",2019,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"183",2019,27,"Ketenagalistrikan",0,0,0,0,0,0
"184",2019,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"185",2019,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"186",2019,30,"Konstruksi",0,0,0,0,0,0
"187",2019,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"188",2019,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"189",2019,33,"Angkutan Rel",0,0,0,0,0,0
"190",2019,34,"Angkutan Darat",0,0,0,0,0,0
"191",2019,35,"Angkutan Laut",0,0,0,0,0,0
"192",2019,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"193",2019,37,"Angkutan Udara",0,0,0,0,0,0
"194",2019,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"195",2019,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"196",2019,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"197",2019,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"198",2019,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"199",2019,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"200",2019,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"201",2019,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"202",2019,46,"Real Estate",0,0,0,0,0,0
"203",2019,47,"Jasa Perusahaan",0,0,0,0,0,0
"204",2019,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"205",2019,49,"Jasa Pendidikan",0,0,0,0,0,0
"206",2019,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"207",2019,51,"Jasa lainnya",0,0,0,0,0,0
"208",2019,52,"Lainnya",0,0,0,0,0,0
"209",2020,1,"Tanaman Pangan",362796.097692719,14086.9516283752,125591.667767918,39812.0458270687,183270.310030996,35.1224383605556
"210",2020,2,"Tanaman Hortikultura",248101.015317046,12326.082704053,75355.0008554476,36968.3283681407,123355.016683692,96.5867057126307
"211",2020,3,"Perkebunan",122912.70408534,8804.34479998274,50236.667281296,18010.2112776668,45817.5776782964,43.9030480984286
"212",2020,4,"Peternakan",0,0,0,0,0,0
"213",2020,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"214",2020,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"215",2020,7,"Perikanan",0,0,0,0,0,0
"216",2020,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"217",2020,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"218",2020,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"219",2020,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"220",2020,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"221",2020,13,"Pengolahan Tembakau",0,0,0,0,0,0
"222",2020,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"223",2020,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"224",2020,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"225",2020,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"226",2020,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"227",2020,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"228",2020,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"229",2020,21,"Industri Logam Dasar",0,0,0,0,0,0
"230",2020,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"231",2020,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"232",2020,24,"Industri Alat Angkutan",0,0,0,0,0,0
"233",2020,25,"Industri Furnitur",0,0,0,0,0,0
"234",2020,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"235",2020,27,"Ketenagalistrikan",0,0,0,0,0,0
"236",2020,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"237",2020,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"238",2020,30,"Konstruksi",0,0,0,0,0,0
"239",2020,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"240",2020,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"241",2020,33,"Angkutan Rel",0,0,0,0,0,0
"242",2020,34,"Angkutan Darat",0,0,0,0,0,0
"243",2020,35,"Angkutan Laut",0,0,0,0,0,0
"244",2020,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"245",2020,37,"Angkutan Udara",0,0,0,0,0,0
"246",2020,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"247",2020,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"248",2020,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"249",2020,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"250",2020,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"251",2020,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"252",2020,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"253",2020,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"254",2020,46,"Real Estate",0,0,0,0,0,0
"255",2020,47,"Jasa Perusahaan",0,0,0,0,0,0
"256",2020,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"257",2020,49,"Jasa Pendidikan",0,0,0,0,0,0
"258",2020,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"259",2020,51,"Jasa lainnya",0,0,0,0,0,0
"260",2020,52,"Lainnya",0,0,0,0,0,0
"261",2021,1,"Tanaman Pangan",380935.902577355,14791.299209794,131871.251156314,41802.6481184222,192433.825532546,36.8785602785834
"262",2021,2,"Tanaman Hortikultura",260506.066082898,12942.3868392556,79122.7508982199,38816.7447865477,129522.767517877,101.416040998262
"263",2021,3,"Perkebunan",129058.339289607,9244.56203998188,52748.5006453608,18910.7218415501,48108.4565622113,46.09820050335
"264",2021,4,"Peternakan",0,0,0,0,0,0
"265",2021,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"266",2021,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"267",2021,7,"Perikanan",0,0,0,0,0,0
"268",2021,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"269",2021,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"270",2021,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"271",2021,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"272",2021,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"273",2021,13,"Pengolahan Tembakau",0,0,0,0,0,0
"274",2021,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"275",2021,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"276",2021,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"277",2021,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"278",2021,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"279",2021,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"280",2021,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"281",2021,21,"Industri Logam Dasar",0,0,0,0,0,0
"282",2021,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"283",2021,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"284",2021,24,"Industri Alat Angkutan",0,0,0,0,0,0
"285",2021,25,"Industri Furnitur",0,0,0,0,0,0
"286",2021,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"287",2021,27,"Ketenagalistrikan",0,0,0,0,0,0
"288",2021,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"289",2021,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"290",2021,30,"Konstruksi",0,0,0,0,0,0
"291",2021,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"292",2021,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"293",2021,33,"Angkutan Rel",0,0,0,0,0,0
"294",2021,34,"Angkutan Darat",0,0,0,0,0,0
"295",2021,35,"Angkutan Laut",0,0,0,0,0,0
"296",2021,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"297",2021,37,"Angkutan Udara",0,0,0,0,0,0
"298",2021,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"299",2021,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"300",2021,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"301",2021,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"302",2021,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"303",2021,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"304",2021,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"305",2021,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"306",2021,46,"Real Estate",0,0,0,0,0,0
"307",2021,47,"Jasa Perusahaan",0,0,0,0,0,0
"308",2021,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"309",2021,49,"Jasa Pendidikan",0,0,0,0,0,0
"310",2021,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"311",2021,51,"Jasa lainnya",0,0,0,0,0,0
"312",2021,52,"Lainnya",0,0,0,0,0,0
"313",2022,1,"Tanaman Pangan",399982.697706223,15530.8641702837,138464.81371413,43892.7805243433,202055.516809174,38.7224882925126
"314",2022,2,"Tanaman Hortikultura",273531.369387043,13589.5061812184,83078.8884431309,40757.5820258751,135998.905893771,106.486843048175
"315",2022,3,"Perkebunan",135511.256254088,9706.79014198098,55385.9256776289,19856.2579336276,50513.8793903218,48.4031105285175
"316",2022,4,"Peternakan",0,0,0,0,0,0
"317",2022,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"318",2022,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"319",2022,7,"Perikanan",0,0,0,0,0,0
"320",2022,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"321",2022,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"322",2022,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"323",2022,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"324",2022,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"325",2022,13,"Pengolahan Tembakau",0,0,0,0,0,0
"326",2022,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"327",2022,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"328",2022,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"329",2022,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"330",2022,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"331",2022,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"332",2022,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"333",2022,21,"Industri Logam Dasar",0,0,0,0,0,0
"334",2022,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"335",2022,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"336",2022,24,"Industri Alat Angkutan",0,0,0,0,0,0
"337",2022,25,"Industri Furnitur",0,0,0,0,0,0
"338",2022,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"339",2022,27,"Ketenagalistrikan",0,0,0,0,0,0
"340",2022,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
