"","year","id.land.use","land.use","Hutan.lahan.kering.primer","Hutan.lahan.kering.sekunder...bekas.tebangan","Hutan.rawa.primer","Hutan.rawa.sekunder","Hutan.mangrove.primer","Hutan.mangrove.sekunder","Hutan.tanaman","Perkebunan","Semak.belukar","Semak.belukar.rawa","Savanna...Padang.rumput","Pertanian.lahan.kering","Pertanian.lahan.kering..campur.semak...kebun.campur","Sawah","Tambak","Pemukiman","Transmigrasi","Lahan.terbuka","Pertambangan","Tubuh.air","Rawa","Awan","Bandara"
"Savanna...Padang.rumput",2016,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering",2016,"12","Pertanian.lahan.kering",0,0,0,0,0,0,53738.3902287863,0,0,0,0,704017.67020843,45978.1660198209,51860.3981215009,8312.05390143611,14915.8963967085,0,0,0,1479.42512331715,0,0,0
"Pertanian.lahan.kering..campur.semak...kebun.campur",2016,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,31534.1283629441,0,0,0,0,2268.52352006453,2927.51827228264,0,0,0,49760.3577699782,593410.978285711,48323.5366619427,0,13624.9571270763,0,0,0,0,0,0,0
"Sawah",2016,"14","Sawah",0,0,0,0,0,0,21209.5358087092,18104.7785569435,621.758972751304,0,0,56594.245442446,50147.5187817157,697587.199999998,2532.98535932884,19283.8969083954,0,1978.85067332826,344.987987616165,3546.89150855652,0,0,31.3500002102228
"Tambak",2016,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,14273.2000000001,57092.7999999999,0,0,0,0,0,0,0,0
"Pemukiman",2016,"16","Pemukiman",0,0,0,0,0,0,7846.07726738532,0,0,0,0,21090.3350750208,14940.9987140251,18363.7901115236,0,248956.798832045,0,0,0,0,0,0,0
"Transmigrasi",2016,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka",2016,"18","Lahan.terbuka",0,0,0,0,0,0,384.137583554706,0,0,0,0,0,1928.46241644544,0,0,0,0,9250.39999999996,0,0,0,0,0
"Pertambangan",2016,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,332.600000000173,0,0,0,0,0,0,1330.40000000007,0,0,0,0
"Tubuh.air",2016,"20","Tubuh.air",0,0,0,0,0,0,0,5702.52438502023,0,0,0,411.875614979663,0,0,0,0,0,0,0,24457.5999999998,0,0,0
"Rawa",2016,"21","Rawa",0,0,0,0,0,0.606134728070174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3938652719753,0,0
"Awan",2016,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara",2016,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,83.6000000001359,0,0,0,0,0,0,0,0,0,0,334.399999999895
"Hutan.lahan.kering.primer1",2017,"1","Hutan.lahan.kering.primer",13183.4131248527,0,0,0,0,0,0,0,0,0,0,0,395.80396798629,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan1",2017,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,128322.779762341,0,0,0,0,0,0,0,0,0,20914.4852758533,13776.0417342108,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer1",2017,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder1",2017,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer1",2017,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder1",2017,"6","Hutan.mangrove.sekunder",0,0,0,0,0,1045.56807629434,0,0,0,0,0,0,0,0,0,44.1719063063319,0,0,0,0,0,0,0
"Hutan.tanaman1",2017,"7","Hutan.tanaman",0,0,0,0,0,0,360383.677751116,0,0,0,0,33617.396624392,27054.1885868308,32571.7746465838,0,0,0,0,0,0,0,0,0
"Perkebunan1",2017,"8","Perkebunan",0,0,0,0,0,0,0,131168.698997416,0,0,0,12455.7681388624,7697.22084714309,12641.116929966,0,0,0,0,0,0,0,0,0
"Semak.belukar1",2017,"9","Semak.belukar",0,0,0,0,0,0,0,0,2694.46161123546,0,0,0,692.988868521029,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa1",2017,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput1",2017,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering1",2017,"12","Pertanian.lahan.kering",0,0,0,0,0,0,53598.8400216336,0,0,0,0,719885.145377343,48653.4404261241,53953.6252288993,8235.19008975584,14177.776210473,0,0,0,1611.20414826219,0,0,27.4312498881336
"Pertanian.lahan.kering..campur.semak...kebun.campur1",2017,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,29980.9348087046,0,0,0,0,2904.79699702202,2994.85011099976,0,0,0,52529.5076935168,605881.22140382,50317.0140247945,0,12831.2919309764,0,0,0,0,0,0,0
"Sawah1",2017,"14","Sawah",0,0,0,0,0,0,21238.180891442,17443.4636051604,588.910931516803,0,0,58824.5431070429,52200.2917467213,702147.375673964,1929.94861049025,17980.3428179686,0,1854.38664717136,377.470083760236,3099.305477218,0,0,0
"Tambak1",2017,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,13587.5678521529,54350.2714086119,0,0,0,0,0,0,0,0
"Pemukiman1",2017,"16","Pemukiman",0,0,0,0,0,0,5016.90341963471,0,0,0,0,21385.2551590534,15072.1013721067,17891.9503406872,0,237457.205124871,0,0,0,0,0,0,0
"Transmigrasi1",2017,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka1",2017,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2245.85013466574,0,0,0,0,8983.40053866254,0,0,0,0,0
"Pertambangan1",2017,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,335.077597523616,0,0,0,0,0,0,1340.31039009294,0,0,0,0
"Tubuh.air1",2017,"20","Tubuh.air",0,0,0,0,0,0,0,5174.220455208,0,0,0,722.562871166665,0,0,0,0,0,0,0,23587.1333054988,0,0,0
"Rawa1",2017,"21","Rawa",0,0,0,0,0,0.71095159014294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.682913681896,0,0
"Awan1",2017,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara1",2017,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,73.150000042026,0,0,0,0,0,0,0,0,0,0,292.600000168177
"Hutan.lahan.kering.primer2",2018,"1","Hutan.lahan.kering.primer",12732.3361124579,0,0,0,0,0,0,0,0,0,0,0,451.077012394657,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan2",2018,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,124615.426204578,0,0,0,0,0,0,0,0,0,20498.6208846411,13189.6674818271,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer2",2018,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder2",2018,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer2",2018,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder2",2018,"6","Hutan.mangrove.sekunder",0,0,0,0,0,999.946680606292,0,0,0,0,0,0,0,0,0,46.3323472784359,0,0,0,0,0,0,0
"Hutan.tanaman2",2018,"7","Hutan.tanaman",0,0,0,0,0,0,352054.164121253,0,0,0,0,33221.9217064982,26531.5033331611,31334.8099199358,0,0,0,0,0,0,0,0,0
"Perkebunan2",2018,"8","Perkebunan",0,0,0,0,0,0,0,125423.50926982,0,0,0,12281.3472813978,7425.13456072144,11651.2420568448,0,0,0,0,0,0,0,0,0
"Semak.belukar2",2018,"9","Semak.belukar",0,0,0,0,0,0,0,0,2611.67545465169,0,0,0,671.697088099841,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa2",2018,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput2",2018,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering2",2018,"12","Pertanian.lahan.kering",0,0,0,0,0,0,53364.4965309122,0,0,0,0,736360.09639595,51536.8870909957,56106.5569711915,8181.30102946277,13399.3789417009,0,0,0,1770.17254094135,0,0,24.0023436420452
"Pertanian.lahan.kering..campur.semak...kebun.campur2",2018,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,28323.2595825529,0,0,0,0,3476.71445799133,3152.50922391893,0,0,0,55451.2806328374,618863.337103001,52385.9788012211,0,12016.0692866071,0,0,0,0,0,0,0
"Sawah2",2018,"14","Sawah",0,0,0,0,0,0,21151.8093778641,16780.0164730087,554.00089062583,0,0,61120.7624422386,54386.169824286,706488.339757639,1304.71997296157,16573.1611449633,0,1721.98495610621,418.435113397281,2611.02474395788,0,0,0
"Tambak2",2018,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,12903.0820217711,51612.3280870861,0,0,0,0,0,0,0,0
"Pemukiman2",2018,"16","Pemukiman",0,0,0,0,0,0,1986.09892533444,0,0,0,0,21752.8589596678,15345.5850233497,17415.0681541119,0,225991.176928131,0,0,0,0,0,0,0
"Transmigrasi2",2018,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka2",2018,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2167.55743716675,0,0,0,0,8670.22974866715,0,0,0,0,0
"Pertambangan2",2018,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,343.556094770731,0,0,0,0,0,0,1374.22437908269,0,0,0,0
"Tubuh.air2",2018,"20","Tubuh.air",0,0,0,0,0,0,0,4615.51802290541,0,0,0,1044.0105632903,0,0,0,0,0,0,0,22638.1143447831,0,0,0
"Rawa2",2018,"21","Rawa",0,0,0,0,0,0.809220972507319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8736927095051,0,0
"Awan2",2018,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara2",2018,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,64.0062500110103,0,0,0,0,0,0,0,0,0,0,256.025000044886
"Hutan.lahan.kering.primer3",2019,"1","Hutan.lahan.kering.primer",12228.5267829892,0,0,0,0,0,0,0,0,0,0,0,503.809329468504,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan3",2019,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,120392.118177226,0,0,0,0,0,0,0,0,0,20000.7798933862,12545.7877165181,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer3",2019,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder3",2019,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer3",2019,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder3",2019,"6","Hutan.mangrove.sekunder",0,0,0,0,0,952.340552065005,0,0,0,0,0,0,0,0,0,48.4153495139471,0,0,0,0,0,0,0
"Hutan.tanaman3",2019,"7","Hutan.tanaman",0,0,0,0,0,0,343228.535071634,0,0,0,0,32790.4949066635,25995.970826837,30018.2826082212,0,0,0,0,0,0,0,0,0
"Perkebunan3",2019,"8","Perkebunan",0,0,0,0,0,0,0,119975.829290468,0,0,0,12136.9277456491,7208.76171447779,10650.0342390592,0,0,0,0,0,0,0,0,0
"Semak.belukar3",2019,"9","Semak.belukar",0,0,0,0,0,0,0,0,2518.0569980047,0,0,0,647.61934727231,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa3",2019,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput3",2019,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering3",2019,"12","Pertanian.lahan.kering",0,0,0,0,0,0,52805.7805669026,0,30.744559114275,0,0,753471.109319003,54680.0950591315,58449.1766004627,8115.47451988919,12532.5712783914,0,0,114.571386907526,1917.93587082191,0,0,21.0020506787114
"Pertanian.lahan.kering..campur.semak...kebun.campur3",2019,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,26556.2430542156,0,0,0,0,3659.43699077888,3375.90590296037,0,0,0,58687.0422555891,632381.338270323,54716.962263689,0,11191.6872174477,0,0,0,0,0,0,0
"Sawah3",2019,"14","Sawah",0,0,0,0,0,0,20636.3129905271,16183.4310658611,486.175727821232,0,0,63664.2194315377,56839.3914423504,710628.062146171,689.662615021196,15102.2120789128,0,1581.19966311973,355.115265700704,2119.29525569327,0,0,0
"Tambak3",2019,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,12219.6698179018,48878.6792716082,0,0,0,0,0,0,0,0
"Pemukiman3",2019,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,21776.8736343248,15288.3087695285,16541.4203669838,0,214419.515877845,0,0,0,0,0,0,0
"Transmigrasi3",2019,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka3",2019,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2078.44294095465,0,0,0,0,8313.77176381847,0,0,0,0,0
"Pertambangan3",2019,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,358.531898496104,0,0,0,0,0,0,1434.12759398407,0,0,0,0
"Tubuh.air3",2019,"20","Tubuh.air",0,0,0,0,0,0,0,3978.97606845446,0,0,0,1424.88625748193,0,0,0,0,0,0,0,21615.4493037461,0,0,0
"Rawa3",2019,"21","Rawa",0,0,0,0,0,0.903062253240932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9706304562715,0,0
"Awan3",2019,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara3",2019,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,56.0054687374613,0,0,0,0,0,0,0,0,0,0,224.021874949569
"Hutan.lahan.kering.primer4",2020,"1","Hutan.lahan.kering.primer",11673.6105606379,0,0,0,0,0,0,0,0,0,0,0,554.91622235115,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan4",2020,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,115676.582287031,0,0,0,0,0,0,0,0,0,19410.4619937716,11861.316950638,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer4",2020,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder4",2020,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer4",2020,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder4",2020,"6","Hutan.mangrove.sekunder",0,0,0,0,0,902.772133804829,0,0,0,0,0,0,0,0,0,50.4714805139665,0,0,0,0,0,0,0
"Hutan.tanaman4",2020,"7","Hutan.tanaman",0,0,0,0,0,0,333930.922010077,0,0,0,0,32306.7416984301,25455.8406313742,28636.5612799616,0,0,0,0,0,0,0,0,0
"Perkebunan4",2020,"8","Perkebunan",0,0,0,0,0,0,0,114809.961605648,0,0,0,12002.4804429133,7053.23978922998,9648.46048995372,0,0,0,0,0,0,0,0,0
"Semak.belukar4",2020,"9","Semak.belukar",0,0,0,0,0,0,0,0,2414.09574371968,0,0,0,620.881541220059,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa4",2020,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput4",2020,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering4",2020,"12","Pertanian.lahan.kering",0,0,0,0,0,0,51645.3457586418,0,291.749070614969,0,0,771248.18257196,58180.8486645684,61084.8283012659,7993.52516091385,11513.1833233334,0,0,386.007281859143,2004.82388337447,0,0,18.3767943363928
"Pertanian.lahan.kering..campur.semak...kebun.campur4",2020,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,24675.441580738,0,0,0,0,3106.72539373396,3661.14987048406,0,0,0,62395.5824569959,646460.428251425,57492.330520249,0,10377.8673432374,0,0,0,0,0,0,0
"Sawah4",2020,"14","Sawah",0,0,0,0,0,0,19368.1457928034,15709.6327637446,185.822440402633,0,0,66631.9200423503,59758.077523572,714578.886433992,126.627496760142,13612.5812884324,0,1431.63353341145,147.526103220363,1672.75462380041,0,0,0
"Tambak4",2020,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,11536.7632813033,46147.0531252149,0,0,0,0,0,0,0,0
"Pemukiman4",2020,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,21121.4964458487,14580.4036524107,14958.2835060113,0,202634.21819784,0,0,0,0,0,0,0
"Transmigrasi4",2020,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka4",2020,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1978.99428538752,0,0,0,0,7915.97714155009,0,0,0,0,0
"Pertambangan4",2020,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,380.76284931855,0,0,0,0,0,0,1523.05139727364,0,0,0,0
"Tubuh.air4",2020,"20","Tubuh.air",0,0,0,0,0,0,0,3209.68496999718,0,0,0,1920.8511160549,0,0,0,0,0,0,0,20522.144344209,0,0,0
"Rawa4",2020,"21","Rawa",0,0,0,0,0,0.994082486371553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9765479698417,0,0
"Awan4",2020,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara4",2020,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,49.004785125624,0,0,0,0,0,0,0,0,0,0,196.019140502507
"Hutan.lahan.kering.primer5",2021,"1","Hutan.lahan.kering.primer",11068.4897114915,0,0,0,0,0,0,0,0,0,0,0,605.120849146295,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan5",2021,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,110483.997929863,0,0,0,0,0,0,0,0,0,18770.8518703404,11097.1740675654,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer5",2021,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder5",2021,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer5",2021,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder5",2021,"6","Hutan.mangrove.sekunder",0,0,0,0,0,851.226209970169,0,0,0,0,0,0,0,0,0,52.5400063214256,0,0,0,0,0,0,0
"Hutan.tanaman5",2021,"7","Hutan.tanaman",0,0,0,0,0,0,324175.937444904,0,0,0,0,31834.9557730389,24898.6690196598,27141.5767176532,0,0,0,0,0,0,0,0,0
"Perkebunan5",2021,"8","Perkebunan",0,0,0,0,0,0,0,109911.048811805,0,0,0,11940.5932213743,6943.00749003931,8595.77968665521,0,0,0,0,0,0,0,0,0
"Semak.belukar5",2021,"9","Semak.belukar",0,0,0,0,0,0,0,0,2300.10341314696,0,0,0,591.563841589441,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa5",2021,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput5",2021,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering5",2021,"12","Pertanian.lahan.kering",0,0,0,0,0,0,50541.130965977,0,435.85811821041,0,0,789722.797148954,61968.6266542294,63904.1336989409,7428.83611751281,10594.7598955199,0,0,612.914396337452,2242.34771204913,0,0,16.0796950379881
"Pertanian.lahan.kering..campur.semak...kebun.campur5",2021,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,22676.3802377071,0,0,0,0,2547.8933623896,4047.15272630327,0,0,0,66275.3251135693,661127.060000245,60310.7072437415,0,9520.42882822112,0,0,0,0,0,0,0
"Sawah5",2021,"14","Sawah",0,0,0,0,0,0,17940.4806573258,15183.3009625165,0,0,0,69589.2554754746,62638.9359647987,718348.891050189,0,11903.4623052724,0,1272.8979887395,0,1058.88940841949,0,0,0
"Tambak5",2021,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,10853.4411565777,43413.7646263109,0,0,0,0,0,0,0,0
"Pemukiman5",2021,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,20495.0254847572,13869.9123760052,13273.951986343,0,190549.431786253,0,0,0,0,0,0,0
"Transmigrasi5",2021,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka5",2021,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1869.5221349927,0,0,0,0,7478.0885399694,0,0,0,0,0
"Pertambangan5",2021,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,411.316956470558,0,0,0,0,0,0,1645.26782588273,0,0,0,0
"Tubuh.air5",2021,"20","Tubuh.air",0,0,0,0,0,0,0,2441.33277325225,0,0,0,2398.6117970243,0,0,0,0,0,0,0,19359.7782811069,0,0,0
"Rawa5",2021,"21","Rawa",0,0,0,0,0,1.08355159326675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8929963765986,0,0
"Awan5",2021,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara5",2021,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,42.8791869677275,0,0,0,0,0,0,0,0,0,0,171.516747871084
"Hutan.lahan.kering.primer6",2022,"1","Hutan.lahan.kering.primer",10413.4683471781,0,0,0,0,0,0,0,0,0,0,0,655.021364313283,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan6",2022,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,104822.791580593,0,0,0,0,0,0,0,0,0,18079.2006712437,10258.3859157327,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer6",2022,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder6",2022,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer6",2022,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder6",2022,"6","Hutan.mangrove.sekunder",0,0,0,0,0,797.656836564456,0,0,0,0,0,0,0,0,0,54.652924999551,0,0,0,0,0,0,0
"Hutan.tanaman6",2022,"7","Hutan.tanaman",0,0,0,0,0,0,313970.682967056,0,0,0,0,31368.8210004771,24326.0461285909,25539.8923344725,0,0,0,0,0,0,0,0,0
"Perkebunan6",2022,"8","Perkebunan",0,0,0,0,0,0,0,105265.02838484,0,0,0,11943.0497866816,6877.92435327224,7496.83274908256,0,0,0,0,0,0,0,0,0
"Semak.belukar6",2022,"9","Semak.belukar",0,0,0,0,0,0,0,0,2176.25124267138,0,0,0,559.710288685174,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa6",2022,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
