"","year","id.sector","sector","Tconsumption","ZA","NPK","SP36","UREA","ORGANIK"
"32",2016,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"33",2016,33,"Angkutan Rel",0,0,0,0,0,0
"34",2016,34,"Angkutan Darat",0,0,0,0,0,0
"35",2016,35,"Angkutan Laut",0,0,0,0,0,0
"36",2016,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"37",2016,37,"Angkutan Udara",0,0,0,0,0,0
"38",2016,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"39",2016,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"40",2016,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"41",2016,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"42",2016,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"43",2016,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"44",2016,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"45",2016,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"46",2016,46,"Real Estate",0,0,0,0,0,0
"47",2016,47,"Jasa Perusahaan",0,0,0,0,0,0
"48",2016,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"49",2016,49,"Jasa Pendidikan",0,0,0,0,0,0
"50",2016,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"51",2016,51,"Jasa lainnya",0,0,0,0,0,0
"52",2016,52,"Lainnya",0,0,0,0,0,0
"53",2017,1,"Tanaman Pangan",1207498.69420794,55313.2132709664,235850.902134981,114637.785076957,791583.375427892,10113.4178274719
"54",2017,2,"Tanaman Hortikultura",856962.635431374,48398.793847425,141509.758413202,106448.782968913,532793.55513429,27811.7451557445
"55",2017,3,"Perkebunan",392908.771081057,34712.1202663111,94726.1244142857,52072.0089534728,198705.052231883,12693.4652704545
"56",2017,4,"Peternakan",0,0,0,0,0,0
"57",2017,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"58",2017,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"59",2017,7,"Perikanan",0,0,0,0,0,0
"60",2017,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"61",2017,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"62",2017,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"63",2017,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"64",2017,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"65",2017,13,"Pengolahan Tembakau",0,0,0,0,0,0
"66",2017,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"67",2017,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"68",2017,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"69",2017,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"70",2017,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"71",2017,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"72",2017,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"73",2017,21,"Industri Logam Dasar",0,0,0,0,0,0
"74",2017,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"75",2017,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"76",2017,24,"Industri Alat Angkutan",0,0,0,0,0,0
"77",2017,25,"Industri Furnitur",0,0,0,0,0,0
"78",2017,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"79",2017,27,"Ketenagalistrikan",0,0,0,0,0,0
"80",2017,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"81",2017,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"82",2017,30,"Konstruksi",0,0,0,0,0,0
"83",2017,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"84",2017,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"85",2017,33,"Angkutan Rel",0,0,0,0,0,0
"86",2017,34,"Angkutan Darat",0,0,0,0,0,0
"87",2017,35,"Angkutan Laut",0,0,0,0,0,0
"88",2017,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"89",2017,37,"Angkutan Udara",0,0,0,0,0,0
"90",2017,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"91",2017,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"92",2017,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"93",2017,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"94",2017,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"95",2017,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"96",2017,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"97",2017,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"98",2017,46,"Real Estate",0,0,0,0,0,0
"99",2017,47,"Jasa Perusahaan",0,0,0,0,0,0
"100",2017,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"101",2017,49,"Jasa Pendidikan",0,0,0,0,0,0
"102",2017,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"103",2017,51,"Jasa lainnya",0,0,0,0,0,0
"104",2017,52,"Lainnya",0,0,0,0,0,0
"105",2018,1,"Tanaman Pangan",1267873.96854768,58078.8894922877,247643.513578769,120369.706574613,831162.766845444,10619.0915634146
"106",2018,2,"Tanaman Hortikultura",899810.771082493,50818.7337589021,148585.24697449,111771.222599262,559433.23530301,29202.3325394381
"107",2018,3,"Perkebunan",412634.324072016,36454.8041108527,99481.7453733728,54686.2269286311,208680.820974808,13330.7267424811
"108",2018,4,"Peternakan",0,0,0,0,0,0
"109",2018,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"110",2018,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"111",2018,7,"Perikanan",0,0,0,0,0,0
"112",2018,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"113",2018,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"114",2018,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"115",2018,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"116",2018,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"117",2018,13,"Pengolahan Tembakau",0,0,0,0,0,0
"118",2018,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"119",2018,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"120",2018,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"121",2018,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"122",2018,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"123",2018,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"124",2018,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"125",2018,21,"Industri Logam Dasar",0,0,0,0,0,0
"126",2018,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"127",2018,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"128",2018,24,"Industri Alat Angkutan",0,0,0,0,0,0
"129",2018,25,"Industri Furnitur",0,0,0,0,0,0
"130",2018,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"131",2018,27,"Ketenagalistrikan",0,0,0,0,0,0
"132",2018,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"133",2018,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"134",2018,30,"Konstruksi",0,0,0,0,0,0
"135",2018,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"136",2018,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"137",2018,33,"Angkutan Rel",0,0,0,0,0,0
"138",2018,34,"Angkutan Darat",0,0,0,0,0,0
"139",2018,35,"Angkutan Laut",0,0,0,0,0,0
"140",2018,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"141",2018,37,"Angkutan Udara",0,0,0,0,0,0
"142",2018,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"143",2018,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"144",2018,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"145",2018,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"146",2018,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"147",2018,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"148",2018,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"149",2018,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"150",2018,46,"Real Estate",0,0,0,0,0,0
"151",2018,47,"Jasa Perusahaan",0,0,0,0,0,0
"152",2018,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"153",2018,49,"Jasa Pendidikan",0,0,0,0,0,0
"154",2018,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"155",2018,51,"Jasa lainnya",0,0,0,0,0,0
"156",2018,52,"Lainnya",0,0,0,0,0,0
"157",2019,1,"Tanaman Pangan",1331268.04056886,60982.8510805218,260025.762228747,126388.227371676,872721.150099484,11150.0492706241
"158",2019,2,"Tanaman Hortikultura",944801.313904112,53359.6706878631,156014.510027904,117359.784259318,587404.899721361,30662.4493049067
"159",2019,3,"Perkebunan",433354.165887199,38285.3299069775,104477.078789395,57432.2175196433,219159.429631964,14000.1101002684
"160",2019,4,"Peternakan",0,0,0,0,0,0
"161",2019,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"162",2019,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"163",2019,7,"Perikanan",0,0,0,0,0,0
"164",2019,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"165",2019,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"166",2019,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"167",2019,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"168",2019,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"169",2019,13,"Pengolahan Tembakau",0,0,0,0,0,0
"170",2019,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"171",2019,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"172",2019,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"173",2019,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"174",2019,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"175",2019,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"176",2019,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"177",2019,21,"Industri Logam Dasar",0,0,0,0,0,0
"178",2019,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"179",2019,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"180",2019,24,"Industri Alat Angkutan",0,0,0,0,0,0
"181",2019,25,"Industri Furnitur",0,0,0,0,0,0
"182",2019,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"183",2019,27,"Ketenagalistrikan",0,0,0,0,0,0
"184",2019,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"185",2019,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"186",2019,30,"Konstruksi",0,0,0,0,0,0
"187",2019,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"188",2019,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"189",2019,33,"Angkutan Rel",0,0,0,0,0,0
"190",2019,34,"Angkutan Darat",0,0,0,0,0,0
"191",2019,35,"Angkutan Laut",0,0,0,0,0,0
"192",2019,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"193",2019,37,"Angkutan Udara",0,0,0,0,0,0
"194",2019,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"195",2019,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"196",2019,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"197",2019,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"198",2019,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"199",2019,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"200",2019,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"201",2019,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"202",2019,46,"Real Estate",0,0,0,0,0,0
"203",2019,47,"Jasa Perusahaan",0,0,0,0,0,0
"204",2019,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"205",2019,49,"Jasa Pendidikan",0,0,0,0,0,0
"206",2019,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"207",2019,51,"Jasa lainnya",0,0,0,0,0,0
"208",2019,52,"Lainnya",0,0,0,0,0,0
"209",2020,1,"Tanaman Pangan",1397831.85354911,64032.0124594665,273027.130608058,132707.677755296,916357.477006502,11707.5551760864
"210",2020,2,"Tanaman Hortikultura",992041.384293562,56027.6544873737,163815.236304457,123227.774055386,616775.14762595,32195.5719224984
"211",2020,3,"Perkebunan",455118.812387562,40208.1605549054,109724.303498972,60316.6755690724,230166.42549964,14703.2473290861
"212",2020,4,"Peternakan",0,0,0,0,0,0
"213",2020,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"214",2020,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"215",2020,7,"Perikanan",0,0,0,0,0,0
"216",2020,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"217",2020,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"218",2020,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"219",2020,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"220",2020,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"221",2020,13,"Pengolahan Tembakau",0,0,0,0,0,0
"222",2020,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"223",2020,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"224",2020,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"225",2020,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"226",2020,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"227",2020,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"228",2020,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"229",2020,21,"Industri Logam Dasar",0,0,0,0,0,0
"230",2020,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"231",2020,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"232",2020,24,"Industri Alat Angkutan",0,0,0,0,0,0
"233",2020,25,"Industri Furnitur",0,0,0,0,0,0
"234",2020,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"235",2020,27,"Ketenagalistrikan",0,0,0,0,0,0
"236",2020,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"237",2020,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"238",2020,30,"Konstruksi",0,0,0,0,0,0
"239",2020,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"240",2020,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"241",2020,33,"Angkutan Rel",0,0,0,0,0,0
"242",2020,34,"Angkutan Darat",0,0,0,0,0,0
"243",2020,35,"Angkutan Laut",0,0,0,0,0,0
"244",2020,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"245",2020,37,"Angkutan Udara",0,0,0,0,0,0
"246",2020,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"247",2020,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"248",2020,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"249",2020,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"250",2020,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"251",2020,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"252",2020,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"253",2020,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"254",2020,46,"Real Estate",0,0,0,0,0,0
"255",2020,47,"Jasa Perusahaan",0,0,0,0,0,0
"256",2020,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"257",2020,49,"Jasa Pendidikan",0,0,0,0,0,0
"258",2020,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"259",2020,51,"Jasa lainnya",0,0,0,0,0,0
"260",2020,52,"Lainnya",0,0,0,0,0,0
"261",2021,1,"Tanaman Pangan",1467723.89827443,67233.6337898908,286678.575433295,139343.104559683,962175.647199653,12292.9367210223
"262",2021,2,"Tanaman Hortikultura",1041643.45867192,58829.0375033724,172005.998972356,129389.163399569,647613.908217629,33805.3506862047
"263",2021,3,"Perkebunan",477981.385354632,42227.9891788547,115236.226598451,63346.6412808714,241728.673761692,15441.8546020982
"264",2021,4,"Peternakan",0,0,0,0,0,0
"265",2021,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"266",2021,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"267",2021,7,"Perikanan",0,0,0,0,0,0
"268",2021,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"269",2021,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"270",2021,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"271",2021,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"272",2021,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"273",2021,13,"Pengolahan Tembakau",0,0,0,0,0,0
"274",2021,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"275",2021,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"276",2021,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"277",2021,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"278",2021,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"279",2021,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"280",2021,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"281",2021,21,"Industri Logam Dasar",0,0,0,0,0,0
"282",2021,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"283",2021,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"284",2021,24,"Industri Alat Angkutan",0,0,0,0,0,0
"285",2021,25,"Industri Furnitur",0,0,0,0,0,0
"286",2021,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"287",2021,27,"Ketenagalistrikan",0,0,0,0,0,0
"288",2021,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"289",2021,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"290",2021,30,"Konstruksi",0,0,0,0,0,0
"291",2021,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"292",2021,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"293",2021,33,"Angkutan Rel",0,0,0,0,0,0
"294",2021,34,"Angkutan Darat",0,0,0,0,0,0
"295",2021,35,"Angkutan Laut",0,0,0,0,0,0
"296",2021,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"297",2021,37,"Angkutan Udara",0,0,0,0,0,0
"298",2021,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"299",2021,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"300",2021,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"301",2021,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"302",2021,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"303",2021,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"304",2021,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"305",2021,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"306",2021,46,"Real Estate",0,0,0,0,0,0
"307",2021,47,"Jasa Perusahaan",0,0,0,0,0,0
"308",2021,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"309",2021,49,"Jasa Pendidikan",0,0,0,0,0,0
"310",2021,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"311",2021,51,"Jasa lainnya",0,0,0,0,0,0
"312",2021,52,"Lainnya",0,0,0,0,0,0
"313",2022,1,"Tanaman Pangan",1541110.59043974,70595.3382575328,301012.601329071,146310.306995852,1010284.75553605,12907.5877218092
"314",2022,2,"Tanaman Hortikultura",1093725.63728555,61770.4896993331,180606.299858914,135858.622275101,679994.607159919,35495.618404854
"315",2022,3,"Perkebunan",501997.749815758,44349.7512592491,121026.316551556,66529.5184200321,253874.426938792,16217.7367168474
"316",2022,4,"Peternakan",0,0,0,0,0,0
"317",2022,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"318",2022,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"319",2022,7,"Perikanan",0,0,0,0,0,0
"320",2022,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"321",2022,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"322",2022,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"323",2022,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"324",2022,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"325",2022,13,"Pengolahan Tembakau",0,0,0,0,0,0
"326",2022,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"327",2022,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"328",2022,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"329",2022,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"330",2022,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"331",2022,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"332",2022,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"333",2022,21,"Industri Logam Dasar",0,0,0,0,0,0
"334",2022,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"335",2022,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"336",2022,24,"Industri Alat Angkutan",0,0,0,0,0,0
"337",2022,25,"Industri Furnitur",0,0,0,0,0,0
"338",2022,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"339",2022,27,"Ketenagalistrikan",0,0,0,0,0,0
"340",2022,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
